Year,PLOT,Loc,No,Line,Purpose,REP,MAT,DAP,LODG,HGT,CM,bua,Yld,Prot,Protein13gkg,protein13,Oil,Oil13gkg,oil13,Cysgkg,Lysgkg,Metgkg,Thrgkg,Trpgkg,Meal,mealprot,protein1000,Cys NIR,Lys NIR,Met NIR,Thr NIR,Trp NIR,Cys,Lys,Met,Thr,Trp
2017,16001,ETREC17,72,56U99-100,"RIL (Prot, Oil, YLD)",1,279,141,4,48,121.9,53.7,3613.1,415.3,361.3,36.1,210.4,183,18.3,6.2,27.4,5.9,15.8,4.2,480.7,48.1,0.4,0.6,2.7,0.6,1.6,0.4,14.9,66,14.2,38,10.1
2017,16002,ETREC17,55,56U99-069,"RIL (Prot, Oil, YLD)",1,278,140,3,40,101.6,65,4372.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,16003,ETREC17,22,56U99-025,"RIL (Prot, Oil, YLD)",1,277,139,2,42,106.7,53.9,3627.1,402.3,350,35,218,189.7,19,6.3,27.2,5.8,15.3,4.2,469.5,46.9,0.4,0.6,2.7,0.6,1.5,0.4,15.7,67.6,14.4,38,10.4
2017,16005,ETREC17,29,56U99-032,"RIL (Prot, Oil, YLD)",1,283,145,3,49,124.5,61.1,4108.5,405.6,352.9,35.3,212.6,185,18.5,6,27.1,5.7,15.2,4.2,470.6,47.1,0.4,0.6,2.7,0.6,1.5,0.4,14.8,66.8,14.1,37.5,10.4
2017,16006,ETREC17,38,56U99-043,"RIL (Prot, Oil, YLD)",1,278,140,2,25,63.5,55.6,3742.3,443.2,385.6,38.6,205.5,178.8,17.9,6.5,29.1,6.1,16.3,4.3,510.4,51,0.4,0.7,2.9,0.6,1.6,0.4,14.7,65.7,13.8,36.8,9.7
2017,16007,ETREC17,112,56U99-183,"RIL (Prot, Oil, YLD)",1,285,147,3,27,68.6,55.3,3717,437.8,380.9,38.1,202.3,176,17.6,6.2,28.7,5.9,16.3,4.3,502.4,50.2,0.4,0.6,2.9,0.6,1.6,0.4,14.2,65.6,13.5,37.2,9.8
2017,16008,ETREC17,92,56U99-139,"RIL (Prot, Oil, YLD)",1,281,143,2,21,53.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,16009,ETREC17,114,56U99-185,"RIL (Prot, Oil, YLD)",1,277,139,2,19,48.3,59.9,4029.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,16010,ETREC17,126,56U99-208,"RIL (Prot, Oil, YLD)",1,277,139,2,20,50.8,55.8,3754.7,429.3,373.5,37.3,200.8,174.7,17.5,6.5,28.1,6,16.3,4.3,491.9,49.2,0.4,0.7,2.8,0.6,1.6,0.4,15.1,65.5,14,38,10
2017,16011,ETREC17,26,56U99-029,"RIL (Prot, Oil, YLD)",1,278,140,2,22,55.9,51.4,3456.9,436.5,379.8,38,198.5,172.7,17.3,6.7,28.8,6.1,16.1,4.3,498.9,49.9,0.4,0.7,2.9,0.6,1.6,0.4,15.3,66,14,36.9,9.9
2017,16012,ETREC17,7,56U99-007,"RIL (Prot, Oil, YLD)",1,278,140,2,22,55.9,56.9,3825.9,436.6,379.8,38,204,177.5,17.7,6.3,28.6,5.9,16.4,4.3,502,50.2,0.4,0.6,2.9,0.6,1.6,0.4,14.4,65.5,13.5,37.6,9.8
2017,16013,ETREC17,11,56U99-013,"RIL (Prot, Oil, YLD)",1,279,141,3,39,99.1,47.1,3169.9,431.5,375.4,37.5,207.8,180.8,18.1,6.5,28.6,6.1,16,4.3,498.1,49.8,0.4,0.7,2.9,0.6,1.6,0.4,15.1,66.3,14.1,37.1,10
2017,16014,ETREC17,100,56U99-159,"RIL (Prot, Oil, YLD)",1,286,148,3,49,124.5,52.2,3513.4,419.6,365.1,36.5,214.4,186.5,18.7,6.4,27.8,6,15.6,4.4,487.8,48.8,0.4,0.6,2.8,0.6,1.6,0.4,15.3,66.3,14.3,37.2,10.5
2017,16015,ETREC17,89,56U99-135,"RIL (Prot, Oil, YLD)",1,268,130,2,21,53.3,53.6,3604,425.7,370.4,37,202.7,176.3,17.6,6.3,28,5.9,15.9,4.3,488.8,48.9,0.4,0.6,2.8,0.6,1.6,0.4,14.8,65.8,13.9,37.4,10.1
2017,16016,ETREC17,102,56U99-164,"RIL (Prot, Oil, YLD)",1,268,130,2,21,53.3,62.6,4210,440.3,383.1,38.3,206,179.2,17.9,6.6,28.9,6.1,16.3,4.2,507.3,50.7,0.4,0.7,2.9,0.6,1.6,0.4,15,65.6,13.9,37,9.5
2017,16017,ETREC17,135,56U99-227,"RIL (Prot, Oil, YLD)",1,272,134,2,21,53.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,16018,ETREC17,80,56U99-115,"RIL (Prot, Oil, YLD)",1,268,130,3,45,114.3,44,2959.6,418.9,364.4,36.4,219.2,190.7,19.1,6.3,27.8,5.9,15.6,4.1,489.5,48.9,0.4,0.6,2.8,0.6,1.6,0.4,15,66.4,14.1,37.2,9.8
2017,16019,ETREC17,87,56U99-131,"RIL (Prot, Oil, YLD)",1,268,130,2,23,58.4,54,3632.9,440.6,383.3,38.3,202.9,176.5,17.7,6.5,29,6,16.3,4.3,506,50.6,0.4,0.7,2.9,0.6,1.6,0.4,14.8,65.8,13.6,37,9.8
2017,16020,ETREC17,28,56U99-031,"RIL (Prot, Oil, YLD)",1,277,139,2,25,63.5,46.3,3110.5,427.7,372.1,37.2,202.7,176.3,17.6,6.4,28.3,5.9,16.1,4.1,491.1,49.1,0.4,0.6,2.8,0.6,1.6,0.4,15,66.2,13.8,37.6,9.6
2017,16021,ETREC17,132,56U99-221,"RIL (Prot, Oil, YLD)",1,278,140,4,39,99.1,52.1,3500.9,411.9,358.4,35.8,210.7,183.3,18.3,6.1,27.4,5.8,15.4,4.1,476.9,47.7,0.4,0.6,2.7,0.6,1.5,0.4,14.8,66.5,14.1,37.4,10
2017,16022,ETREC17,122,56U99-202,"RIL (Prot, Oil, YLD)",1,268,130,4,24,61,58.9,3960.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,16023,ETREC17,107,56U99-175,"RIL (Prot, Oil, YLD)",1,290,152,3,46,116.8,58.1,3907.5,433,376.7,37.7,212.3,184.7,18.5,6.3,28.3,6,15.9,4.4,502.2,50.2,0.4,0.6,2.8,0.6,1.6,0.4,14.5,65.4,13.9,36.7,10.2
2017,16024,ETREC17,18,56U99-020,"RIL (Prot, Oil, YLD)",1,272,134,3,35,88.9,40.3,2709.3,428.7,373,37.3,204.3,177.7,17.8,6.3,28.1,5.9,16,4,493,49.3,0.4,0.6,2.8,0.6,1.6,0.4,14.7,65.5,13.8,37.3,9.3
2017,16025,ETREC17,133,56U99-222,"RIL (Prot, Oil, YLD)",1,279,141,4,28,71.1,70.1,4712.6,428,372.4,37.2,212.4,184.8,18.5,6.5,28.3,6.1,16.2,4.1,496.5,49.6,0.4,0.7,2.8,0.6,1.6,0.4,15.2,66.1,14.3,37.9,9.6
2017,16026,ETREC17,71,56U99-099,"RIL (Prot, Oil, YLD)",1,268,130,5,27,68.6,39.9,2683,451.2,392.5,39.3,202.8,176.4,17.6,6.9,29.5,6.4,16.6,4.4,518.1,51.8,0.5,0.7,3,0.6,1.7,0.4,15.3,65.4,14.2,36.8,9.8
2017,16027,ETREC17,54,56U99-068,"RIL (Prot, Oil, YLD)",1,278,140,3,24,61,51.6,3468.9,441.4,384,38.4,203.5,177,17.7,6.3,28.8,6,16.5,4.4,507.2,50.7,0.4,0.6,2.9,0.6,1.7,0.4,14.3,65.2,13.6,37.4,10
2017,16028,ETREC17,58,56U99-076,"RIL (Prot, Oil, YLD)",1,278,140,3,42,106.7,52,3500,439.2,382.1,38.2,200.6,174.5,17.5,6.8,29,6.2,16.3,4.1,503.1,50.3,0.4,0.7,2.9,0.6,1.6,0.4,15.5,66,14.1,37.1,9.3
2017,16029,ETREC17,144,56U99-244,"RIL (Prot, Oil, YLD)",1,279,141,2,44,111.8,44.6,2998,420.9,366.2,36.6,210.7,183.3,18.3,6.2,27.7,5.8,15.8,4.3,487.4,48.7,0.4,0.6,2.8,0.6,1.6,0.4,14.7,65.8,13.8,37.5,10.2
2017,16030,ETREC17,14,56U99-016,"RIL (Prot, Oil, YLD)",1,283,145,2,39,99.1,54.2,3643.3,442.1,384.6,38.5,200,174,17.4,6.5,28.8,6.2,16.3,4.5,506.1,50.6,0.4,0.7,2.9,0.6,1.6,0.5,14.7,65.1,14,36.9,10.2
2017,16031,ETREC17,35,56U99-039,"RIL (Prot, Oil, YLD)",1,268,130,2,33,83.8,52.6,3540.1,440.3,383.1,38.3,208.4,181.3,18.1,6.5,28.8,6.1,16.4,4.4,508.6,50.9,0.4,0.7,2.9,0.6,1.6,0.4,14.8,65.4,13.9,37.2,10
2017,16032,ETREC17,123,56U99-203,"RIL (Prot, Oil, YLD)",1,273,135,2,26,66,58.5,3935.3,436.1,379.4,37.9,207.4,180.4,18,6.3,28.7,5.9,16,4.2,503.2,50.3,0.4,0.6,2.9,0.6,1.6,0.4,14.4,65.8,13.5,36.7,9.6
2017,16033,ETREC17,57,56U99-075,"RIL (Prot, Oil, YLD)",1,274,136,2,25,63.5,63.1,4243.4,442.5,385,38.5,193.9,168.7,16.9,6.6,28.8,6.1,16.4,4.4,503.4,50.3,0.4,0.7,2.9,0.6,1.6,0.4,14.9,65.1,13.8,37.1,9.9
2017,16034,ETREC17,83,56U99-123,"RIL (Prot, Oil, YLD)",1,278,140,2,27,68.6,49.8,3351.4,441.2,383.8,38.4,202.3,176,17.6,6.4,28.8,6.2,16.3,4.4,506.3,50.6,0.4,0.6,2.9,0.6,1.6,0.4,14.5,65.3,14.1,36.9,10
2017,16035,ETREC17,25,56U99-028,"RIL (Prot, Oil, YLD)",1,288,150,2,45,114.3,57.1,3842.3,420.5,365.8,36.6,206.4,179.6,18,6.1,27.7,5.8,15.8,4.1,484.7,48.5,0.4,0.6,2.8,0.6,1.6,0.4,14.5,65.9,13.8,37.6,9.8
2017,16036,ETREC17,86,56U99-130,"RIL (Prot, Oil, YLD)",1,285,147,3,29,73.7,57,3834.9,428.6,372.9,37.3,204.1,177.6,17.8,6.3,28.4,5.9,16.1,4.1,492.8,49.3,0.4,0.6,2.8,0.6,1.6,0.4,14.7,66.3,13.8,37.6,9.6
2017,16037,ETREC17,84,56U99-125,"RIL (Prot, Oil, YLD)",1,283,145,3,30,76.2,66.9,4498.1,432.5,376.3,37.6,202.5,176.2,17.6,6.4,28.6,5.9,16.2,4.2,496.5,49.6,0.4,0.6,2.9,0.6,1.6,0.4,14.8,66.1,13.6,37.5,9.7
2017,16038,ETREC17,127,56U99-211,"RIL (Prot, Oil, YLD)",1,279,141,4,41,104.1,49.8,3346.6,421.3,366.5,36.7,215.1,187.1,18.7,6.2,28,5.8,15.6,4.2,490.1,49,0.4,0.6,2.8,0.6,1.6,0.4,14.7,66.5,13.8,37,10
2017,16039,ETREC17,24,56U99-027,"RIL (Prot, Oil, YLD)",1,272,134,3,43,109.2,57.8,3888.5,429.5,373.7,37.4,211.2,183.7,18.4,6.4,28.2,6.1,15.9,4.3,497.6,49.8,0.4,0.6,2.8,0.6,1.6,0.4,14.9,65.7,14.2,37,10
2017,16040,ETREC17,129,56U99-216,"RIL (Prot, Oil, YLD)",1,288,150,2,43,109.2,66.6,4482,439.8,382.6,38.3,213.3,185.6,18.6,6.5,28.9,6.1,16.2,4.4,510.7,51.1,0.4,0.7,2.9,0.6,1.6,0.4,14.8,65.7,13.9,36.8,10
2017,16041,ETREC17,134,56U99-223,"RIL (Prot, Oil, YLD)",1,273,135,3,41,104.1,63,4238.9,414.9,361,36.1,209.1,181.9,18.2,6.1,27.6,5.8,15.7,4.2,479.6,48,0.4,0.6,2.8,0.6,1.6,0.4,14.7,66.5,14,37.8,10.1
2017,16042,ETREC17,96,56U99-152,"RIL (Prot, Oil, YLD)",1,278,140,3,41,104.1,50.3,3384.1,425.3,370,37,208.2,181.1,18.1,6.1,28.1,5.9,15.8,4,491.1,49.1,0.4,0.6,2.8,0.6,1.6,0.4,14.3,66.1,13.9,37.2,9.4
2017,16043,ETREC17,136,56U99-228,"RIL (Prot, Oil, YLD)",1,279,141,3,37,94,61.9,4162.1,418.7,364.3,36.4,210.2,182.9,18.3,6.4,27.6,6,15.7,4.2,484.6,48.5,0.4,0.6,2.8,0.6,1.6,0.4,15.3,65.9,14.3,37.5,10
2017,16044,ETREC17,90,56U99-136,"RIL (Prot, Oil, YLD)",1,278,140,3,24,61,48.5,3259.1,428.6,372.9,37.3,203.7,177.2,17.7,6.5,28.3,6,15.9,4.1,492.6,49.3,0.4,0.7,2.8,0.6,1.6,0.4,15.2,66,14,37.1,9.6
2017,16045,ETREC17,138,56U99-233,"RIL (Prot, Oil, YLD)",1,278,140,5,40,101.6,34.2,2300.1,431.8,375.7,37.6,204.7,178.1,17.8,6.2,28.3,5.9,16.1,4.2,496.8,49.7,0.4,0.6,2.8,0.6,1.6,0.4,14.4,65.5,13.7,37.3,9.7
2017,16046,ETREC17,17,56U99-019,"RIL (Prot, Oil, YLD)",1,277,139,2,37,94,57.8,3885.2,429.8,373.9,37.4,200.4,174.3,17.4,6.4,28.2,6,16,4.4,492.3,49.2,0.4,0.6,2.8,0.6,1.6,0.4,14.9,65.6,14,37.2,10.2
2017,16047,ETREC17,101,56U99-162,"RIL (Prot, Oil, YLD)",1,277,139,3,25,63.5,49.5,3327.7,430.7,374.7,37.5,204.5,177.9,17.8,6.5,28.5,6,16,4.3,495.4,49.5,0.4,0.7,2.9,0.6,1.6,0.4,15.1,66.2,13.9,37.1,10
2017,16048,ETREC17,85,56U99-126,"RIL (Prot, Oil, YLD)",1,277,139,2,24,61,57.1,3840.2,441.4,384,38.4,199.7,173.7,17.4,6.3,28.7,6,16.3,4.4,505.2,50.5,0.4,0.6,2.9,0.6,1.6,0.4,14.3,65,13.6,36.9,10
2017,16049,ETREC17,23,56U99-026,"RIL (Prot, Oil, YLD)",1,278,140,3,39,99.1,55.8,3755.9,412,358.4,35.8,216.6,188.4,18.8,6.6,27.3,5.9,15.2,4.3,480.1,48,0.4,0.7,2.7,0.6,1.5,0.4,16,66.3,14.3,36.9,10.4
2017,16050,ETREC17,59,56U99-079,"RIL (Prot, Oil, YLD)",1,278,140,4,42,106.7,43.3,2910.5,422.7,367.7,36.8,215.6,187.6,18.8,6.4,28.1,5.9,15.7,4.3,492,49.2,0.4,0.6,2.8,0.6,1.6,0.4,15.1,66.5,14,37.1,10.2
2017,16051,ETREC17,39,56U99-044,"RIL (Prot, Oil, YLD)",1,278,140,3,39,99.1,56.8,3821.5,401.9,349.7,35,213,185.3,18.5,6.1,27,5.7,15.1,4.2,466.5,46.7,0.4,0.6,2.7,0.6,1.5,0.4,15.2,67.2,14.2,37.6,10.5
2017,16052,ETREC17,97,56U99-154,"RIL (Prot, Oil, YLD)",1,290,152,3,44,111.8,53.1,3569.6,428,372.4,37.2,210.7,183.3,18.3,6.4,28,6.1,15.9,4.4,495.6,49.6,0.4,0.6,2.8,0.6,1.6,0.4,15,65.4,14.3,37.1,10.3
2017,16053,ETREC17,32,56U99-036,"RIL (Prot, Oil, YLD)",1,278,140,4,42,106.7,27.3,1836.3,413.8,360,36,200.5,174.4,17.4,6.1,27.4,5.8,15.4,4,474,47.4,0.4,0.6,2.7,0.6,1.5,0.4,14.7,66.2,14,37.2,9.7
2017,16054,ETREC17,46,56U99-053,"RIL (Prot, Oil, YLD)",1,272,134,2,41,104.1,62.1,4174,429.8,373.9,37.4,213.9,186.1,18.6,6.5,28.4,6.1,16.1,4.2,499.4,49.9,0.4,0.7,2.8,0.6,1.6,0.4,15.1,66.1,14.2,37.5,9.8
2017,16055,ETREC17,109,56U99-177,"RIL (Prot, Oil, YLD)",1,288,150,2,43,109.2,50.6,3400.2,425.1,369.8,37,207.4,180.4,18,6.4,28.1,6,15.8,4.3,490.5,49.1,0.4,0.6,2.8,0.6,1.6,0.4,15.1,66.1,14.1,37.2,10.1
2017,16056,ETREC17,110,56U99-179,"RIL (Prot, Oil, YLD)",1,284,146,2,21,53.3,62,4167.1,418.5,364.1,36.4,211.4,183.9,18.4,6.3,27.9,5.8,15.7,4.4,484.9,48.5,0.4,0.6,2.8,0.6,1.6,0.4,15.1,66.7,13.9,37.5,10.5
2017,16057,ETREC17,27,56U99-030,"RIL (Prot, Oil, YLD)",1,274,136,5,43,109.2,34.6,2326.9,418.3,363.9,36.4,210.4,183,18.3,6.4,27.7,6,15.7,4.1,484.2,48.4,0.4,0.6,2.8,0.6,1.6,0.4,15.3,66.2,14.3,37.5,9.8
2017,16058,ETREC17,51,56U99-061,"RIL (Prot, Oil, YLD)",1,284,146,2,25,63.5,52.2,3507.9,422.4,367.5,36.7,212,184.4,18.4,6.3,27.9,5.8,15.7,4.2,489.8,49,0.4,0.6,2.8,0.6,1.6,0.4,14.9,66.1,13.7,37.2,9.9
2017,16059,ETREC17,104,56U99-166,"RIL (Prot, Oil, YLD)",1,268,130,2,37,94,44.1,2965.8,411.8,358.3,35.8,208,181,18.1,6.2,27.5,5.8,15.6,4.1,475.5,47.5,0.4,0.6,2.8,0.6,1.6,0.4,15.1,66.8,14.1,37.9,10
2017,16060,ETREC17,70,56U99-097,"RIL (Prot, Oil, YLD)",1,271,133,1,20,50.8,48.4,3257,421.6,366.8,36.7,196.6,171,17.1,6.3,27.8,5.9,15.9,4.1,480.9,48.1,0.4,0.6,2.8,0.6,1.6,0.4,14.9,65.9,14,37.7,9.7
2017,16061,ETREC17,75,56U99-105,"RIL (Prot, Oil, YLD)",1,268,130,1,19,48.3,42.8,2881.4,418.6,364.2,36.4,212,184.4,18.4,6.4,27.9,5.9,16,4.1,485.4,48.5,0.4,0.6,2.8,0.6,1.6,0.4,15.3,66.7,14.1,38.2,9.8
2017,16062,ETREC17,66,56U99-092,"RIL (Prot, Oil, YLD)",1,269,131,2,39,99.1,59.9,4027.2,427.4,371.8,37.2,207,180.1,18,6.3,28.2,5.7,16,4.2,492.9,49.3,0.4,0.6,2.8,0.6,1.6,0.4,14.7,66,13.3,37.4,9.8
2017,16063,ETREC17,128,56U99-215,"RIL (Prot, Oil, YLD)",1,274,136,4,46,116.8,43.7,2936.1,396.1,344.6,34.5,222.2,193.3,19.3,6.2,26.8,5.7,15.1,4.3,464.3,46.4,0.4,0.6,2.7,0.6,1.5,0.4,15.7,67.7,14.4,38.1,10.9
2017,16065,ETREC17,53,56U99-067,"RIL (Prot, Oil, YLD)",1,273,135,4,47,119.4,36.3,2440,416,361.9,36.2,209.2,182,18.2,6.2,27.8,5.8,15.7,3.9,480.9,48.1,0.4,0.6,2.8,0.6,1.6,0.4,14.9,66.8,13.9,37.7,9.4
2017,16066,ETREC17,143,56U99-243,"RIL (Prot, Oil, YLD)",1,278,140,3,41,104.1,53,3566.7,411.7,358.2,35.8,214.3,186.4,18.6,6.2,27.4,5.7,15.3,4.2,478.5,47.9,0.4,0.6,2.7,0.6,1.5,0.4,15.1,66.6,13.8,37.2,10.2
2017,16067,ETREC17,64,56U99-087,"RIL (Prot, Oil, YLD)",1,284,146,3,37,94,43.1,2900.4,429.6,373.8,37.4,209.7,182.4,18.2,6.1,28.3,5.8,16,4.2,496.9,49.7,0.4,0.6,2.8,0.6,1.6,0.4,14.2,65.9,13.5,37.2,9.8
2017,16068,ETREC17,65,56U99-089,"RIL (Prot, Oil, YLD)",1,273,135,2,38,96.5,56.5,3801.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,16069,ETREC17,6,56U99-006,"RIL (Prot, Oil, YLD)",1,284,146,3,27,68.6,48.9,3287.1,449,390.6,39.1,201.5,175.3,17.5,6.4,29.1,6.1,16.3,4.3,514.9,51.5,0.4,0.6,2.9,0.6,1.6,0.4,14.3,64.8,13.6,36.3,9.6
2017,16070,ETREC17,99,56U99-157,"RIL (Prot, Oil, YLD)",1,286,148,4,49,124.5,47.8,3216.8,410.8,357.4,35.7,212.4,184.8,18.5,6.2,27.3,5.8,15.5,4.2,476.5,47.7,0.4,0.6,2.7,0.6,1.6,0.4,15.1,66.5,14.1,37.7,10.2
2017,16071,ETREC17,31,56U99-035,"RIL (Prot, Oil, YLD)",1,285,147,3,48,121.9,63.3,4259.9,411.3,357.8,35.8,212,184.4,18.4,6.3,27.4,5.8,15.4,4.1,476.9,47.7,0.4,0.6,2.7,0.6,1.5,0.4,15.3,66.6,14.1,37.4,10
2017,16072,ETREC17,106,56U99-170,"RIL (Prot, Oil, YLD)",1,288,150,4,42,106.7,50.9,3419.7,417.2,363,36.3,216.1,188,18.8,6.3,27.6,6,15.7,4,485.9,48.6,0.4,0.6,2.8,0.6,1.6,0.4,15.1,66.2,14.4,37.6,9.6
2017,16073,ETREC17,8,56U99-008,"RIL (Prot, Oil, YLD)",1,268,130,2,23,58.4,63.6,4278.7,424.5,369.3,36.9,210.9,183.5,18.3,6.5,27.8,6,15.9,4.1,491.6,49.2,0.4,0.7,2.8,0.6,1.6,0.4,15.3,65.5,14.1,37.5,9.7
2017,16074,ETREC17,33,56U99-037,"RIL (Prot, Oil, YLD)",1,279,141,5,39,99.1,36,2424.2,419.5,365,36.5,203.4,177,17.7,6.2,27.9,5.8,15.6,4.1,482,48.2,0.4,0.6,2.8,0.6,1.6,0.4,14.8,66.5,13.8,37.2,9.8
2017,16075,ETREC17,47,56U99-054,"RIL (Prot, Oil, YLD)",1,278,140,5,45,114.3,39.2,2637.3,428.9,373.1,37.3,205.5,178.8,17.9,6.4,28.3,6,16.1,4.3,493.9,49.4,0.4,0.6,2.8,0.6,1.6,0.4,14.9,66,14,37.5,10
2017,16076,ETREC17,48,56U99-055,"RIL (Prot, Oil, YLD)",1,279,141,5,45,114.3,40.2,2705.8,424.6,369.4,36.9,215.9,187.8,18.8,6.2,28,5.9,15.9,4.3,494.4,49.4,0.4,0.6,2.8,0.6,1.6,0.4,14.6,65.9,13.9,37.4,10.1
2017,16077,ETREC17,73,56U99-102,"RIL (Prot, Oil, YLD)",1,268,130,2,22,55.9,46.3,3113,417.8,363.5,36.3,209.1,181.9,18.2,6.3,27.5,5.9,15.7,4.2,483,48.3,0.4,0.6,2.8,0.6,1.6,0.4,15.1,65.8,14.1,37.6,10.1
2017,16078,ETREC17,52,56U99-063,"RIL (Prot, Oil, YLD)",1,278,140,4,43,109.2,38.9,2615.7,410.6,357.2,35.7,216.6,188.4,18.8,5.9,27.5,5.6,15.3,3.9,478.4,47.8,0.4,0.6,2.8,0.6,1.5,0.4,14.4,67,13.6,37.3,9.5
2017,16079,ETREC17,76,56U99-107,"RIL (Prot, Oil, YLD)",1,272,134,2,26,66,53.3,3586.6,434.4,377.9,37.8,197.8,172.1,17.2,6.2,28.5,5.9,16.2,4.2,496.2,49.6,0.4,0.6,2.9,0.6,1.6,0.4,14.3,65.6,13.6,37.3,9.7
2017,16080,ETREC17,116,56U99-189,"RIL (Prot, Oil, YLD)",1,274,136,4,45,114.3,44,2958.6,416.4,362.3,36.2,218.9,190.4,19,6.2,27.8,5.8,15.6,4.2,486.4,48.6,0.4,0.6,2.8,0.6,1.6,0.4,14.9,66.8,13.9,37.5,10.1
2017,16081,ETREC17,88,56U99-133,"RIL (Prot, Oil, YLD)",1,274,136,2,44,111.8,52.4,3525.6,392.2,341.2,34.1,223.1,194.1,19.4,5.9,26.6,5.5,14.9,3.9,460.2,46,0.4,0.6,2.7,0.6,1.5,0.4,15,67.8,14,38,9.9
2017,16082,ETREC17,19,56U99-021,"RIL (Prot, Oil, YLD)",1,288,150,3,39,99.1,41,2760.2,436.3,379.6,38,206,179.2,17.9,6.4,28.8,6.1,16.3,4.2,502.7,50.3,0.4,0.6,2.9,0.6,1.6,0.4,14.7,66,14,37.4,9.6
2017,16083,ETREC17,34,56U99-038,"RIL (Prot, Oil, YLD)",1,276,138,1,34,86.4,58.8,3954.3,420.7,366,36.6,209.7,182.4,18.2,6.2,28,5.7,15.7,4.2,486.6,48.7,0.4,0.6,2.8,0.6,1.6,0.4,14.7,66.6,13.5,37.3,10
2017,16084,ETREC17,12,56U99-014,"RIL (Prot, Oil, YLD)",1,279,141,4,41,104.1,49.8,3347.8,428.3,372.6,37.3,216.6,188.4,18.8,6.8,28.4,6.1,16,4.4,499.1,49.9,0.4,0.7,2.8,0.6,1.6,0.4,15.9,66.3,14.2,37.4,10.3
2017,16085,ETREC17,13,56U99-015,"RIL (Prot, Oil, YLD)",1,278,140,5,.,.,31.4,2110.6,424.8,369.6,37,209.4,182.2,18.2,6.3,28.2,5.9,16,4.5,491.2,49.1,0.4,0.6,2.8,0.6,1.6,0.5,14.8,66.4,13.9,37.7,10.6
2017,16086,ETREC17,78,56U99-109,"RIL (Prot, Oil, YLD)",1,278,140,4,46,116.8,36.6,2461.2,441.4,384,38.4,198.6,172.8,17.3,6.3,28.8,6,16.4,4.2,504.6,50.5,0.4,0.6,2.9,0.6,1.6,0.4,14.3,65.2,13.6,37.2,9.5
2017,16087,ETREC17,21,56U99-023,"RIL (Prot, Oil, YLD)",1,270,132,2,41,104.1,56.5,3796.7,421.8,367,36.7,208.8,181.7,18.2,6.4,27.8,5.9,15.9,4.1,487.4,48.7,0.4,0.6,2.8,0.6,1.6,0.4,15.2,65.9,14,37.7,9.7
2017,16088,ETREC17,139,56U99-235,"RIL (Prot, Oil, YLD)",1,270,132,3,36,91.4,55.9,3756.7,437.3,380.5,38,211.8,184.3,18.4,6.2,28.8,5.9,16.2,4.3,506.9,50.7,0.4,0.6,2.9,0.6,1.6,0.4,14.2,65.9,13.5,37,9.8
2017,16089,ETREC17,142,56U99-242,"RIL (Prot, Oil, YLD)",1,279,141,2,23,58.4,55.1,3704.5,415.3,361.3,36.1,211.2,183.7,18.4,6.3,27.4,5.9,15.7,4.3,481.1,48.1,0.4,0.6,2.7,0.6,1.6,0.4,15.2,66,14.2,37.8,10.4
2017,16090,ETREC17,93,56U99-144,"RIL (Prot, Oil, YLD)",1,274,136,5,44,111.8,46.8,3147.6,410.3,357,35.7,221.4,192.6,19.3,6.2,27.6,5.8,15.5,4.2,480.6,48.1,0.4,0.6,2.8,0.6,1.6,0.4,15.1,67.3,14.1,37.8,10.2
2017,16091,ETREC17,42,56U99-047,"RIL (Prot, Oil, YLD)",1,274,136,4,40,101.6,43,2891.1,440.6,383.3,38.3,204.5,177.9,17.8,6.6,29,6.2,16.3,4.3,506.8,50.7,0.4,0.7,2.9,0.6,1.6,0.4,15,65.8,14.1,37,9.8
2017,16092,ETREC17,141,56U99-238,"RIL (Prot, Oil, YLD)",1,275,137,4,42,106.7,54.1,3635.6,412.5,358.9,35.9,210.3,183,18.3,6.1,27.5,5.7,15.5,4.2,477.4,47.7,0.4,0.6,2.8,0.6,1.6,0.4,14.8,66.7,13.8,37.6,10.2
2017,16094,ETREC17,41,56U99-046,"RIL (Prot, Oil, YLD)",1,279,141,3,44,111.8,48.8,3278.6,402.7,350.3,35,206.2,179.4,17.9,6,27.1,5.7,15.2,3.9,464.1,46.4,0.4,0.6,2.7,0.6,1.5,0.4,14.9,67.3,14.2,37.7,9.7
2017,16095,ETREC17,111,56U99-181,"RIL (Prot, Oil, YLD)",1,277,139,3,41,104.1,51.4,3455.5,431.1,375.1,37.5,205.7,179,17.9,6.5,28.2,6.1,16.1,4.4,496.5,49.7,0.4,0.7,2.8,0.6,1.6,0.4,15.1,65.4,14.1,37.3,10.2
