Year,PLOT,Loc,No,Line,Purpose,REP,MAT,DAP,LODG,HGT,CM,bua,Yld,Prot,Protein13gkg,protein13,Oil,Oil13gkg,oil13,Cysgkg,Lysgkg,Metgkg,Thrgkg,Trpgkg,Meal,mealprot,protein1000,Cys NIR,Lys NIR,Met NIR,Thr NIR,Trp NIR,Cys,Lys,Met,Thr,Trp
2017,16413,HRREC17,21,56U99-023,"RIL (Prot, Oil, YLD)",1,298,155,4,.,.,31.3,2102.9,428.1,372.4,37.2,205.6,178.9,17.9,6.5,28.2,5.9,16,4.2,493,49.3,0.4,0.7,2.8,0.6,1.6,0.4,15.2,65.9,13.8,37.4,9.8
2017,16414,HRREC17,86,56U99-130,"RIL (Prot, Oil, YLD)",1,296,153,5,.,.,73.3,4927.8,428.6,372.9,37.3,208.8,181.7,18.2,6.6,28.2,6.1,16.1,4.1,495.3,49.5,0.4,0.7,2.8,0.6,1.6,0.4,15.4,65.8,14.2,37.6,9.6
2017,16415,HRREC17,132,56U99-221,"RIL (Prot, Oil, YLD)",1,297,154,4,.,.,30.5,2049.6,413.7,359.9,36,201.1,175,17.5,6.3,27.6,5.9,15.5,4,474.2,47.4,0.4,0.6,2.8,0.6,1.6,0.4,15.2,66.7,14.3,37.5,9.7
2017,16416,HRREC17,60,56U99-080,"RIL (Prot, Oil, YLD)",1,296,153,5,.,.,40,2689.7,411.5,358,35.8,214.9,187,18.7,6.2,27.5,5.8,15.5,4.2,478.6,47.9,0.4,0.6,2.8,0.6,1.6,0.4,15.1,66.8,14.1,37.7,10.2
2017,16417,HRREC17,128,56U99-215,"RIL (Prot, Oil, YLD)",1,293,150,5,57,144.8,60.9,4097.1,418.5,364.1,36.4,215,187.1,18.7,6.7,27.9,6.1,15.8,4.2,486.8,48.7,0.4,0.7,2.8,0.6,1.6,0.4,16,66.7,14.6,37.8,10
2017,16418,HRREC17,112,56U99-183,"RIL (Prot, Oil, YLD)",1,298,155,4,.,.,25.6,1720.6,442.5,385,38.5,195,169.7,17,6.6,28.8,6.1,16.5,4.2,503.9,50.4,0.4,0.7,2.9,0.6,1.7,0.4,14.9,65.1,13.8,37.3,9.5
2017,16419,HRREC17,66,56U99-092,"RIL (Prot, Oil, YLD)",1,288,145,5,.,.,84.7,5695,431,375,37.5,208.6,181.5,18.1,6.4,28.3,6,15.9,4.2,497.9,49.8,0.4,0.6,2.8,0.6,1.6,0.4,14.8,65.7,13.9,36.9,9.7
2017,16420,HRREC17,125,56U99-207,"RIL (Prot, Oil, YLD)",1,288,145,5,.,.,44.6,3002.5,426.1,370.7,37.1,213.6,185.8,18.6,6.4,28.2,6,15.9,4.1,494.9,49.5,0.4,0.6,2.8,0.6,1.6,0.4,15,66.2,14.1,37.3,9.6
2017,16421,HRREC17,124,56U99-206,"RIL (Prot, Oil, YLD)",1,297,154,5,.,.,44.2,2969.4,414.7,360.8,36.1,199.8,173.8,17.4,6.3,27.5,5.9,15.7,4.1,474.7,47.5,0.4,0.6,2.8,0.6,1.6,0.4,15.2,66.3,14.2,37.9,9.9
2017,16422,HRREC17,15,56U99-017,"RIL (Prot, Oil, YLD)",1,298,155,4,.,.,18.6,1249.2,432,375.8,37.6,205.9,179.1,17.9,6.6,28.3,6.1,16.2,4.2,497.7,49.8,0.4,0.7,2.8,0.6,1.6,0.4,15.3,65.5,14.1,37.5,9.7
2017,16423,HRREC17,130,56U99-219,"RIL (Prot, Oil, YLD)",1,298,155,5,.,.,67,4502.7,447.7,389.5,38.9,201,174.9,17.5,6.7,29.1,6.2,16.7,4.3,513.1,51.3,0.4,0.7,2.9,0.6,1.7,0.4,15,65,13.8,37.3,9.6
2017,16424,HRREC17,97,56U99-154,"RIL (Prot, Oil, YLD)",1,298,155,5,.,.,32.5,2185,438.8,381.8,38.2,197.1,171.5,17.1,6.8,28.9,6.2,16.3,4.2,500.8,50.1,0.4,0.7,2.9,0.6,1.6,0.4,15.5,65.9,14.1,37.1,9.6
2017,16425,HRREC17,40,56U99-045,"RIL (Prot, Oil, YLD)",1,296,153,5,.,.,24.9,1673.2,444.8,387,38.7,204.1,177.6,17.8,6.8,28.9,6.1,16.5,4.2,511.4,51.1,0.4,0.7,2.9,0.6,1.7,0.4,15.3,65,13.7,37.1,9.4
2017,16426,HRREC17,88,56U99-133,"RIL (Prot, Oil, YLD)",1,294,151,4,55,139.7,48.9,3285.2,410.6,357.2,35.7,214.9,187,18.7,6,27.2,5.7,15.4,4.1,477.6,47.8,0.4,0.6,2.7,0.6,1.5,0.4,14.6,66.2,13.9,37.5,10
2017,16427,HRREC17,44,56U99-049,"RIL (Prot, Oil, YLD)",1,292,149,5,.,.,46.1,3100.8,431.7,375.6,37.6,203.8,177.3,17.7,6.5,28.6,6,16.1,4.2,496.2,49.6,0.4,0.7,2.9,0.6,1.6,0.4,15.1,66.2,13.9,37.3,9.7
2017,16428,HRREC17,103,56U99-165,"RIL (Prot, Oil, YLD)",1,298,155,4,.,.,56.2,3780.3,414.6,360.7,36.1,213.4,185.7,18.6,6.4,27.6,5.9,15.6,4,481.5,48.1,0.4,0.6,2.8,0.6,1.6,0.4,15.4,66.6,14.2,37.6,9.6
2017,16429,HRREC17,81,56U99-118,"RIL (Prot, Oil, YLD)",1,298,155,4,.,.,35.4,2382,427.3,371.8,37.2,206.8,179.9,18,6.4,28.1,5.9,16,4.1,492.7,49.3,0.4,0.6,2.8,0.6,1.6,0.4,15,65.8,13.8,37.4,9.6
2017,16430,HRREC17,16,56U99-018,"RIL (Prot, Oil, YLD)",1,296,153,5,.,.,48.2,3244.6,417.1,362.9,36.3,211.9,184.4,18.4,6.1,27.6,5.8,15.4,3.9,483.6,48.4,0.4,0.6,2.8,0.6,1.5,0.4,14.6,66.2,13.9,36.9,9.4
2017,16431,HRREC17,89,56U99-135,"RIL (Prot, Oil, YLD)",1,293,150,3,.,.,46.1,3102.1,413.3,359.6,36,220,191.4,19.1,6.2,27.6,5.8,15.5,4,483.4,48.3,0.4,0.6,2.8,0.6,1.6,0.4,15,66.8,14,37.5,9.7
2017,16432,HRREC17,7,56U99-007,"RIL (Prot, Oil, YLD)",1,297,154,5,.,.,31,2084.4,433,376.7,37.7,203.5,177,17.7,6.3,28.4,6,16.1,4.2,497.6,49.8,0.4,0.6,2.8,0.6,1.6,0.4,14.5,65.6,13.9,37.2,9.7
2017,16433,HRREC17,91,56U99-137,"RIL (Prot, Oil, YLD)",1,299,156,5,.,.,48.6,3271.5,439.2,382.1,38.2,196.1,170.6,17.1,6.4,28.9,6.2,16.3,4.3,500.8,50.1,0.4,0.6,2.9,0.6,1.6,0.4,14.6,65.8,14.1,37.1,9.8
2017,16434,HRREC17,9,56U99-011,"RIL (Prot, Oil, YLD)",1,295,152,5,.,.,59.5,4001.1,429.6,373.8,37.4,214.6,186.7,18.7,6.4,28.5,6.1,16.3,4.1,499.5,50,0.4,0.6,2.9,0.6,1.6,0.4,14.9,66.3,14.2,37.9,9.5
2017,16435,HRREC17,51,56U99-061,"RIL (Prot, Oil, YLD)",1,298,155,4,.,.,41.1,2763.2,425.8,370.4,37,204.6,178,17.8,6.3,28.2,6,15.9,4.3,489.9,49,0.4,0.6,2.8,0.6,1.6,0.4,14.8,66.2,14.1,37.3,10.1
2017,16436,HRREC17,28,56U99-031,"RIL (Prot, Oil, YLD)",1,297,154,4,.,.,44.5,2991.3,434.4,377.9,37.8,200.9,174.8,17.5,6.6,28.7,6.1,16.2,4.3,497.8,49.8,0.4,0.7,2.9,0.6,1.6,0.4,15.2,66.1,14,37.3,9.9
2017,16437,HRREC17,61,56U99-081,"RIL (Prot, Oil, YLD)",1,295,152,4,.,.,49.3,3312.1,430.5,374.5,37.5,205.2,178.5,17.9,6.4,28.2,6,16,4,495.6,49.6,0.4,0.6,2.8,0.6,1.6,0.4,14.9,65.5,13.9,37.2,9.3
2017,16438,HRREC17,48,56U99-055,"RIL (Prot, Oil, YLD)",1,292,149,4,.,.,26,1745.3,418.4,364,36.4,218.4,190,19,6.4,28,5.9,15.9,4.3,488.5,48.8,0.4,0.6,2.8,0.6,1.6,0.4,15.3,66.9,14.1,38,10.3
2017,16439,HRREC17,138,56U99-233,"RIL (Prot, Oil, YLD)",1,291,148,4,.,.,51.6,3473.3,433,376.7,37.7,213.8,186,18.6,6.5,28.2,6,16,4.2,503,50.3,0.4,0.7,2.8,0.6,1.6,0.4,15,65.1,13.9,37,9.7
2017,16440,HRREC17,10,56U99-012,"RIL (Prot, Oil, YLD)",1,291,148,4,.,.,57.4,3863,427,371.5,37.1,214.7,186.8,18.7,6.3,28.2,5.9,16,4.2,496.5,49.7,0.4,0.6,2.8,0.6,1.6,0.4,14.8,66,13.8,37.5,9.8
2017,16441,HRREC17,94,56U99-146,"RIL (Prot, Oil, YLD)",1,294,151,4,.,.,56.1,3772.3,423.6,368.5,36.9,214,186.2,18.6,6.5,28.1,6,15.9,4.2,492.2,49.2,0.4,0.7,2.8,0.6,1.6,0.4,15.3,66.3,14.2,37.5,9.9
2017,16442,HRREC17,14,56U99-016,"RIL (Prot, Oil, YLD)",1,292,149,5,.,.,39.8,2675.3,451.2,392.5,39.3,199.9,173.9,17.4,6.7,29.3,6.2,16.7,4.2,516.5,51.7,0.5,0.7,2.9,0.6,1.7,0.4,14.8,64.9,13.7,37,9.3
2017,16443,HRREC17,41,56U99-046,"RIL (Prot, Oil, YLD)",1,285,142,5,.,.,15.8,1060.9,423.7,368.6,36.9,200.6,174.5,17.5,6.5,27.9,5.9,15.6,3.8,485.4,48.5,0.4,0.7,2.8,0.6,1.6,0.4,15.3,65.8,13.9,36.8,9
2017,16444,HRREC17,24,56U99-027,"RIL (Prot, Oil, YLD)",1,286,143,4,.,.,32.6,2191.8,427.2,371.7,37.2,212.6,185,18.5,6.2,28.3,5.8,15.8,4.1,495.7,49.6,0.4,0.6,2.8,0.6,1.6,0.4,14.5,66.2,13.6,37,9.6
2017,16445,HRREC17,41,56U99-046,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,21.6,1455.9,423,368,36.8,198.7,172.9,17.3,6.4,27.7,5.8,15.6,3.7,483.6,48.4,0.4,0.6,2.8,0.6,1.6,0.4,15.1,65.5,13.7,36.9,8.7
2017,16446,HRREC17,96,56U99-152,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,29,1952.9,426.9,371.4,37.1,200.7,174.6,17.5,6.4,28,6.1,15.8,4.1,489.1,48.9,0.4,0.6,2.8,0.6,1.6,0.4,15,65.6,14.3,37,9.6
2017,16447,HRREC17,138,56U99-233,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,38.3,2574.5,447.4,389.2,38.9,205,178.4,17.8,6.5,29,6.2,16.5,4.4,514.9,51.5,0.4,0.7,2.9,0.6,1.7,0.4,14.5,64.8,13.9,36.9,9.8
2017,16448,HRREC17,119,56U99-199,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,74,4977.6,421.9,367.1,36.7,214,186.2,18.6,6.1,28,5.8,15.6,4,490.2,49,0.4,0.6,2.8,0.6,1.6,0.4,14.5,66.4,13.7,37,9.5
2017,16449,HRREC17,109,56U99-177,"RIL (Prot, Oil, YLD)",2,290,147,3,47,119.4,49.7,3340.2,431.4,375.3,37.5,202,175.7,17.6,6.5,28.4,6.1,16.1,4,494.9,49.5,0.4,0.7,2.8,0.6,1.6,0.4,15.1,65.8,14.1,37.3,9.3
2017,16450,HRREC17,92,56U99-139,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,40.2,2705.6,442.9,385.3,38.5,198.8,173,17.3,6.3,28.9,6.2,16.2,4.1,506.4,50.6,0.4,0.6,2.9,0.6,1.6,0.4,14.2,65.3,14,36.6,9.3
2017,16451,HRREC17,80,56U99-115,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,30.4,2047,426.4,371,37.1,214.2,186.4,18.6,6.4,27.9,6,15.7,3.9,495.6,49.6,0.4,0.6,2.8,0.6,1.6,0.4,15,65.4,14.1,36.8,9.1
2017,16452,HRREC17,91,56U99-137,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,43.4,2915.6,448,389.8,39,192.7,167.6,16.8,7,29.4,6.6,16.5,4.3,509,50.9,0.4,0.7,2.9,0.7,1.7,0.4,15.6,65.6,14.7,36.8,9.6
2017,16453,HRREC17,69,56U99-096,"RIL (Prot, Oil, YLD)",2,290,147,5,47,119.4,51.7,3475.9,440.1,382.9,38.3,208.8,181.7,18.2,6.5,29,6.1,16.3,4.4,508.6,50.9,0.4,0.7,2.9,0.6,1.6,0.4,14.8,65.9,13.9,37,10
2017,16454,HRREC17,31,56U99-035,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,33.6,2261.4,427.3,371.8,37.2,198.4,172.6,17.3,6.3,28,6,16.1,4.3,488.4,48.8,0.4,0.6,2.8,0.6,1.6,0.4,14.7,65.5,14,37.7,10.1
2017,16455,HRREC17,130,56U99-219,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,62,4167.7,442.8,385.2,38.5,200.2,174.2,17.4,6.4,28.9,6.1,16.5,4.4,507,50.7,0.4,0.6,2.9,0.6,1.7,0.4,14.5,65.3,13.8,37.3,9.9
2017,16456,HRREC17,82,56U99-121,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,53,3566.5,439.8,382.6,38.3,203.6,177.1,17.7,6.3,28.7,6.1,16.3,4.2,505.4,50.5,0.4,0.6,2.9,0.6,1.6,0.4,14.3,65.3,13.9,37.1,9.5
2017,16457,HRREC17,21,56U99-023,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,37.3,2508.6,424,368.9,36.9,206.1,179.3,17.9,6.3,28,5.9,16,4.2,488.6,48.9,0.4,0.6,2.8,0.6,1.6,0.4,14.9,66,13.9,37.7,9.9
2017,16458,HRREC17,76,56U99-107,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,57.5,3864.3,426.6,371.1,37.1,202.5,176.2,17.6,6,28.2,5.9,15.9,4.3,489.7,49,0.4,0.6,2.8,0.6,1.6,0.4,14.1,66.1,13.8,37.3,10.1
2017,16459,HRREC17,111,56U99-181,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,59.4,3996.1,438.2,381.2,38.1,212.1,184.5,18.5,6.7,28.7,6.1,16.3,4.1,508.2,50.8,0.4,0.7,2.9,0.6,1.6,0.4,15.3,65.5,13.9,37.2,9.4
2017,16460,HRREC17,36,56U99-040,"RIL (Prot, Oil, YLD)",2,287,144,5,51,129.5,57.5,3866.9,424.8,369.6,37,211.5,184,18.4,6.3,28,5.9,15.8,3.9,492.3,49.2,0.4,0.6,2.8,0.6,1.6,0.4,14.8,65.9,13.9,37.2,9.2
2017,16461,HRREC17,27,56U99-030,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,52.6,3534.6,427.9,372.3,37.2,209.7,182.4,18.2,6.5,28.3,6,15.8,4,494.9,49.5,0.4,0.7,2.8,0.6,1.6,0.4,15.2,66.1,14,36.9,9.3
2017,16463,HRREC17,139,56U99-235,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,20.5,1379.4,434.8,378.3,37.8,202.3,176,17.6,6.4,28.6,6.1,16.1,4.1,499,49.9,0.4,0.6,2.9,0.6,1.6,0.4,14.7,65.8,14,37,9.4
2017,16464,HRREC17,125,56U99-207,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,43.1,2901.6,424.5,369.3,36.9,213.8,186,18.6,6.3,28.1,5.9,15.8,4.1,493.2,49.3,0.4,0.6,2.8,0.6,1.6,0.4,14.8,66.2,13.9,37.2,9.7
2017,16465,HRREC17,110,56U99-179,"RIL (Prot, Oil, YLD)",2,.,.,4,39,99.1,37.3,2511.3,430.7,374.7,37.5,201.4,175.2,17.5,6.5,28.5,6.1,16,4,493.8,49.4,0.4,0.7,2.9,0.6,1.6,0.4,15.1,66.2,14.2,37.1,9.3
2017,16466,HRREC17,99,56U99-157,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,65.5,4403.8,411.6,358.1,35.8,202.9,176.5,17.7,6.1,27.5,5.9,15.6,4,472.7,47.3,0.4,0.6,2.8,0.6,1.6,0.4,14.8,66.8,14.3,37.9,9.7
2017,16467,HRREC17,113,56U99-184,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,49.8,3348.2,438.8,381.8,38.2,206.9,180,18,6.4,28.7,6,16.3,4.3,506,50.6,0.4,0.6,2.9,0.6,1.6,0.4,14.6,65.4,13.7,37.1,9.8
2017,16468,HRREC17,120,56U99-200,"RIL (Prot, Oil, YLD)",2,.,.,3,48,121.9,54.5,3661.9,431.3,375.2,37.5,199.5,173.6,17.4,6.6,28.4,6.2,16.2,4.3,493.5,49.4,0.4,0.7,2.8,0.6,1.6,0.4,15.3,65.8,14.4,37.6,10
2017,16469,HRREC17,9,56U99-011,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,59.4,3995.3,434,377.6,37.8,211.8,184.3,18.4,6.4,28.7,6.2,16.2,4.1,503.1,50.3,0.4,0.6,2.9,0.6,1.6,0.4,14.7,66.1,14.3,37.3,9.4
2017,16470,HRREC17,100,56U99-159,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,53.4,3589.1,442.3,384.8,38.5,195.7,170.3,17,6.6,28.9,6.1,16.4,4.3,504.1,50.4,0.4,0.7,2.9,0.6,1.6,0.4,14.9,65.3,13.8,37.1,9.7
2017,16471,HRREC17,103,56U99-165,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,51.4,3455,422.2,367.3,36.7,205.2,178.5,17.9,6.4,28,6,15.8,4.1,486,48.6,0.4,0.6,2.8,0.6,1.6,0.4,15.2,66.3,14.2,37.4,9.7
2017,16472,HRREC17,51,56U99-061,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,26.2,1764.5,436.8,380,38,195.3,169.9,17,6.5,28.8,6.2,16.2,4.4,497.6,49.8,0.4,0.7,2.9,0.6,1.6,0.4,14.9,65.9,14.2,37.1,10.1
2017,16473,HRREC17,62,56U99-082,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,46.5,3128.6,414.4,360.5,36.1,214.6,186.7,18.7,6.1,27.4,5.8,15.6,4.1,481.8,48.2,0.4,0.6,2.7,0.6,1.6,0.4,14.7,66.1,14,37.6,9.9
2017,16474,HRREC17,81,56U99-118,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,19,1275.6,429.6,373.8,37.4,203.4,177,17.7,6.3,28.1,6,16,4.2,493.6,49.4,0.4,0.6,2.8,0.6,1.6,0.4,14.7,65.4,14,37.2,9.8
2017,16475,HRREC17,141,56U99-238,"RIL (Prot, Oil, YLD)",2,.,.,5,51,129.5,61.9,4165,430.6,374.6,37.5,199.3,173.4,17.3,6.3,28.4,6,15.9,4.1,492.6,49.3,0.4,0.6,2.8,0.6,1.6,0.4,14.6,66,13.9,36.9,9.5
2017,16476,HRREC17,45,56U99-052,"RIL (Prot, Oil, YLD)",2,291,148,5,44,111.8,41.2,2772.3,432,375.8,37.6,214.4,186.5,18.7,6.8,28.3,6.1,15.9,4.1,502.2,50.2,0.4,0.7,2.8,0.6,1.6,0.4,15.7,65.5,14.1,36.8,9.5
2017,16477,HRREC17,104,56U99-166,"RIL (Prot, Oil, YLD)",2,283,140,3,44,111.8,42.3,2846.3,428.6,372.9,37.3,207.5,180.5,18.1,6.5,28.1,5.9,15.8,3.9,494.6,49.5,0.4,0.7,2.8,0.6,1.6,0.4,15.2,65.6,13.8,36.9,9.1
2017,16478,HRREC17,116,56U99-189,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,55.7,3746.9,425.9,370.5,37.1,212.6,185,18.5,6.2,27.9,6,15.8,4.1,494.2,49.4,0.4,0.6,2.8,0.6,1.6,0.4,14.6,65.5,14.1,37.1,9.6
2017,16479,HRREC17,143,56U99-243,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,46.8,3145.6,424.4,369.2,36.9,196.6,171,17.1,6.1,28,5.9,15.9,4.1,484.1,48.4,0.4,0.6,2.8,0.6,1.6,0.4,14.4,66,13.9,37.5,9.7
2017,16480,HRREC17,28,56U99-031,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,35.2,2370,434.3,377.8,37.8,200.1,174.1,17.4,6.5,28.6,6.2,16.2,4.3,497.3,49.7,0.4,0.7,2.9,0.6,1.6,0.4,15,65.9,14.3,37.3,9.9
2017,16481,HRREC17,131,56U99-220,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,32.7,2198,413.8,360,36,216.8,188.6,18.9,6.3,27.5,5.9,15.6,4.1,482.3,48.2,0.4,0.6,2.8,0.6,1.6,0.4,15.2,66.5,14.3,37.7,9.9
2017,16482,HRREC17,46,56U99-053,"RIL (Prot, Oil, YLD)",2,287,144,3,42,106.7,35.8,2404.6,433.7,377.3,37.7,207.2,180.3,18,6.3,28.5,6.1,16.1,4.3,500.3,50,0.4,0.6,2.9,0.6,1.6,0.4,14.5,65.7,14.1,37.1,9.9
2017,16483,HRREC17,60,56U99-080,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,44.6,2999.9,416.7,362.5,36.3,212.4,184.8,18.5,6.2,27.4,5.9,15.8,4.3,483.4,48.3,0.4,0.6,2.7,0.6,1.6,0.4,14.9,65.8,14.2,37.9,10.3
2017,16484,HRREC17,11,56U99-013,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,56.4,3793.9,431.6,375.5,37.5,202.4,176.1,17.6,6.5,28.3,6.2,16,4.2,495.4,49.5,0.4,0.7,2.8,0.6,1.6,0.4,15.1,65.6,14.4,37.1,9.7
2017,16485,HRREC17,134,56U99-223,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,36.8,2473,417,362.8,36.3,211.9,184.4,18.4,6.6,27.7,6.1,15.7,3.9,483.5,48.3,0.4,0.7,2.8,0.6,1.6,0.4,15.8,66.4,14.6,37.6,9.4
2017,16486,HRREC17,25,56U99-028,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,48.1,3232.4,431.1,375.1,37.5,195.5,170.1,17,6.4,28.3,6.1,16.1,4.3,491.2,49.1,0.4,0.6,2.8,0.6,1.6,0.4,14.8,65.6,14.1,37.3,10
2017,16487,HRREC17,83,56U99-123,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,43.2,2905.4,435.3,378.7,37.9,206.2,179.4,17.9,6.5,28.7,6.1,16.2,4.5,501.6,50.2,0.4,0.7,2.9,0.6,1.6,0.5,14.9,65.9,14,37.2,10.3
2017,16488,HRREC17,23,56U99-026,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,46.8,3147.4,436.1,379.4,37.9,198.4,172.6,17.3,6.3,28.6,6.2,16.3,4.4,498.4,49.8,0.4,0.6,2.9,0.6,1.6,0.4,14.4,65.6,14.2,37.4,10.1
2017,16489,HRREC17,18,56U99-020,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,36.5,2457.9,437.4,380.5,38.1,203.2,176.8,17.7,6.6,28.7,6.1,16.1,4.4,502.5,50.2,0.4,0.7,2.9,0.6,1.6,0.4,15.1,65.6,13.9,36.8,10.1
2017,16491,HRREC17,30,56U99-034,"RIL (Prot, Oil, YLD)",2,289,146,5,50,127,56.5,3798.5,432.5,376.3,37.6,201.4,175.2,17.5,6.4,28.4,6.1,16,4.1,495.9,49.6,0.4,0.6,2.8,0.6,1.6,0.4,14.8,65.7,14.1,37,9.5
2017,16492,HRREC17,108,56U99-176,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,53.4,3593.6,428,372.4,37.2,206.6,179.7,18,6.3,28.3,5.9,15.9,4.2,493.4,49.3,0.4,0.6,2.8,0.6,1.6,0.4,14.7,66.1,13.8,37.1,9.8
2017,16493,HRREC17,19,56U99-021,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,40,2687.5,441.9,384.5,38.4,214.2,186.4,18.6,6.7,29,6.1,16.3,4,513.6,51.4,0.4,0.7,2.9,0.6,1.6,0.4,15.2,65.6,13.8,36.9,9.1
2017,16494,HRREC17,79,56U99-111,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,67.1,4509.4,423.9,368.8,36.9,205.5,178.8,17.9,6.1,27.8,5.8,15.8,4.1,488.1,48.8,0.4,0.6,2.8,0.6,1.6,0.4,14.4,65.6,13.7,37.3,9.7
2017,16495,HRREC17,127,56U99-211,"RIL (Prot, Oil, YLD)",2,.,.,4,49,124.5,47.1,3170,425.1,369.8,37,210.7,183.3,18.3,6.2,28,5.9,15.7,4.2,492.2,49.2,0.4,0.6,2.8,0.6,1.6,0.4,14.6,65.9,13.9,36.9,9.9
2017,16496,HRREC17,89,56U99-135,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,59.4,3995.6,411.3,357.8,35.8,219.9,191.3,19.1,6.2,27.3,5.9,15.4,4.2,481,48.1,0.4,0.6,2.7,0.6,1.5,0.4,15.1,66.4,14.3,37.4,10.2
2017,16498,HRREC17,106,56U99-170,"RIL (Prot, Oil, YLD)",2,.,.,5,37,94,48.1,3233.5,430.4,374.4,37.4,205.3,178.6,17.9,6.7,28.4,6.2,16,4.1,495.5,49.6,0.4,0.7,2.8,0.6,1.6,0.4,15.6,66,14.4,37.2,9.5
2017,16499,HRREC17,38,56U99-043,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,31.6,2126.7,455,395.9,39.6,206.3,179.5,17.9,6.9,29.5,6.3,16.8,4.2,524.4,52.4,0.5,0.7,3,0.6,1.7,0.4,15.2,64.8,13.8,36.9,9.2
2017,16500,HRREC17,66,56U99-092,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,64.4,4332.6,433.3,377,37.7,206.3,179.5,17.9,6.6,28.4,6.1,15.9,4,499.4,49.9,0.4,0.7,2.8,0.6,1.6,0.4,15.2,65.5,14.1,36.7,9.2
2017,16501,HRREC17,135,56U99-227,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,57.3,3851.2,437.3,380.5,38,196.7,171.1,17.1,6.3,28.5,6,16.2,4.2,498.9,49.9,0.4,0.6,2.9,0.6,1.6,0.4,14.4,65.2,13.7,37,9.6
2017,16502,HRREC17,44,56U99-049,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,49,3293.1,432.6,376.4,37.6,203.7,177.2,17.7,6.3,28.3,6,16.2,4.2,497.2,49.7,0.4,0.6,2.8,0.6,1.6,0.4,14.6,65.4,13.9,37.4,9.7
2017,16503,HRREC17,26,56U99-029,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,35.3,2375,430.6,374.6,37.5,200.1,174.1,17.4,6.3,28.3,6.1,16.2,4.2,493,49.3,0.4,0.6,2.8,0.6,1.6,0.4,14.6,65.7,14.2,37.6,9.8
2017,16504,HRREC17,126,56U99-208,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,57.1,3838,422.6,367.7,36.8,207.7,180.7,18.1,6.5,28,6.2,15.8,4.3,487.8,48.8,0.4,0.7,2.8,0.6,1.6,0.4,15.4,66.3,14.7,37.4,10.2
2017,16505,HRREC17,87,56U99-131,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,39.6,2661.8,421.5,366.7,36.7,209.4,182.2,18.2,6.3,28,5.9,15.9,4.2,487.4,48.7,0.4,0.6,2.8,0.6,1.6,0.4,14.9,66.4,14,37.7,10
2017,16506,HRREC17,61,56U99-081,"RIL (Prot, Oil, YLD)",2,.,.,.,.,.,76,5109.1,431.6,375.5,37.5,205.1,178.4,17.8,6.4,28.4,6.1,16.1,4.4,496.8,49.7,0.4,0.6,2.8,0.6,1.6,0.4,14.8,65.8,14.1,37.3,10.2
